Instante de Tempo t,Fila de pedidos,Em produção,Prontos
1085,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1086,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1087,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1088,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1089,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1090,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1091,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1092,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1093,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1094,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1095,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1096,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1097,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1098,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1099,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1100,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1101,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1102,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1103,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1104,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1105,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,"
1106,"74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","31301","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,"
1107,"80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","74017","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,"
1108,"80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","74017","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,"
1109,"80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","74017","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,"
1110,"80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","74017","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,"
1111,"80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","74017","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,"
1112,"80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","74017","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,"
1113,"80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","74017","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,"
1114,"80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","74017","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,"
